File,Title,Data,Translated_Data,Translated_Title
rose_170,Food Production in Agriculture by Category in 2021/nAgriculture and Food Production,"[{""Category"":""Animal Husbandry"",""Value"":50},{""Category"":""Crop Cultivation"",""Value"":70},{""Category"":""Food Processing"",""Value"":90},{""Category"":""Plantation"",""Value"":60},{""Category"":""Livestock"",""Value"":90},{""Category"":""Agroforestry"",""Value"":80},{""Category"":""Fisheries"",""Value"":30},{""Category"":""Aquaculture"",""Value"":20}]","[{""Thể loại"":""Chăn nuôi"",""Giá trị"":50},{""Thể loại"":""Trồng trọt"",""Giá trị"":70},{""Thể loại"":""Chế biến thực phẩm"",""Giá trị"":90},{""Thể loại"":""Trồng trọt"",""Giá trị"":60},{""Thể loại"":""Chăn nuôi"",""Giá trị"":90},{""Thể loại"":""Nông lâm kết hợp"",""Giá trị"":80},{""Thể loại"":""Ngư nghiệp"",""Giá trị"":30},{""Thể loại"":""Nuôi trồng thủy sản"",""Giá trị"":20}]",Sản xuất lương thực trong nông nghiệp theo từng loại năm 2021/nNông nghiệp và sản xuất lương thực
rose_171,Global Sales of Food and Beverage Products in 2021/nFood and Beverage Industry,"[{""Product"":""Soft Drinks"",""Value"":100},{""Product"":""Coffee"",""Value"":90},{""Product"":""Alcohol"",""Value"":80},{""Product"":""Tea"",""Value"":70},{""Product"":""Dairy Products"",""Value"":60},{""Product"":""Juices"",""Value"":50},{""Product"":""Snacks"",""Value"":40},{""Product"":""Bakery"",""Value"":30},{""Product"":""Condiments"",""Value"":20}]","[{""Product"":""Nước giải khát"",""Giá trị"":100},{""Product"":""Cà phê"",""Giá trị"":90},{""Product"":""Rượu"",""Giá trị"":80},{""Product"":""Trà"",""Giá trị"":70},{""Product"":""Sản phẩm từ sữa"",""Giá trị"":60},{""Product"":""Nước ép"",""Giá trị"":50},{""Product"":""Đồ ăn nhẹ"",""Giá trị"":40},{""Product"":""Bánh mì"",""Giá trị"":30},{""Product"":""Gia vị"",""Giá trị"":20}]",Doanh số bán hàng toàn cầu của các sản phẩm thực phẩm và đồ uống năm 2021/nNgành thực phẩm và đồ uống
rose_172,Number of Patients Receiving Different Types of Care in 2021/nHealthcare and Health,"[{""Type of Care"":""Primary Care"",""Value"":60},{""Type of Care"":""Mental Health Care"",""Value"":50},{""Type of Care"":""Urgent Care"",""Value"":45},{""Type of Care"":""Emergency Care"",""Value"":40},{""Type of Care"":""Rehabilitation Care"",""Value"":35},{""Type of Care"":""Hospice Care"",""Value"":30},{""Type of Care"":""Palliative Care"",""Value"":25},{""Type of Care"":""Surgical Care"",""Value"":20}]","[{""Loại chăm sóc"":""Chăm sóc chính"",""Giá trị"":60},{""Loại chăm sóc"":""Chăm sóc sức khỏe tâm thần"",""Giá trị"":50},{""Loại chăm sóc"":""Chăm sóc khẩn cấp"",""Giá trị"":45},{""Loại chăm sóc"":""Chăm sóc cấp cứu"",""Giá trị"":40},{""Loại chăm sóc"":""Chăm sóc phục hồi chức năng"",""Giá trị"":35},{""Loại chăm sóc"":""Chăm sóc tại nhà"",""Giá trị"":30},{""Loại chăm sóc"":""Chăm sóc giảm nhẹ"",""Giá trị"":25},{""Loại chăm sóc"":""Chăm sóc phẫu thuật"",""Giá trị"":20}]",Số lượng bệnh nhân nhận được các loại chăm sóc khác nhau vào năm 2021/nChăm sóc sức khỏe và sức khỏe
rose_173,Popularity of Energy Sources in 2021/nEnergy and Utilities,"[{""Type of Energy"":""Solar"",""Value"":90},{""Type of Energy"":""Wind"",""Value"":83},{""Type of Energy"":""Hydroelectric"",""Value"":76},{""Type of Energy"":""Geothermal"",""Value"":69},{""Type of Energy"":""Natural Gas"",""Value"":62},{""Type of Energy"":""Coal"",""Value"":55},{""Type of Energy"":""Nuclear"",""Value"":48},{""Type of Energy"":""Oil"",""Value"":41}]","[{""Loại năng lượng"":""Mặt trời"",""Giá trị"":90},{""Loại năng lượng"":""Gió"",""Giá trị"":83},{""Loại năng lượng"":""Thủy điện"",""Giá trị"":76},{""Loại năng lượng"":""Địa nhiệt"",""Giá trị"":69},{""Loại năng lượng"":""Khí thiên nhiên"",""Giá trị"":62},{""Loại năng lượng"":""Than"",""Giá trị"":55},{""Loại năng lượng"":""Hạt nhân"",""Giá trị"":48},{""Loại năng lượng"":""Dầu"",""Giá trị"":41}]",Sự phổ biến của các nguồn năng lượng trong năm 2021/nNăng lượng và tiện ích
rose_174,Number of Employees by Type in 2021/nHuman Resources and Employee Management,"[{""Employee Type"":""Full Time"",""Value"":200},{""Employee Type"":""Part Time"",""Value"":100},{""Employee Type"":""Contractual"",""Value"":60},{""Employee Type"":""Remote"",""Value"":50},{""Employee Type"":""Interns"",""Value"":30},{""Employee Type"":""Freelancers"",""Value"":20}]","[{""Loại nhân viên"":""Toàn thời gian"",""Giá trị"":200},{""Loại nhân viên"":""Bán thời gian"",""Giá trị"":100},{""Loại nhân viên"":""Hợp đồng"",""Giá trị"":60},{""Loại nhân viên"":""Làm việc từ xa"",""Giá trị"":50},{""Loại nhân viên"":""Thực tập sinh"",""Giá trị"":30},{""Loại nhân viên"":""Người làm việc tự do"",""Giá trị"":20}]",Số lượng nhân viên theo loại hình năm 2021/nNguồn nhân lực và quản lý nhân viên
rose_175,Number of Shipments Using Different Transport Modes in 2020/nTransportation and Logistics,"[{""Mode of Transport"":""Road"",""Value"":3000},{""Mode of Transport"":""Rail"",""Value"":2500},{""Mode of Transport"":""Air"",""Value"":2000},{""Mode of Transport"":""Sea"",""Value"":1500},{""Mode of Transport"":""Pipeline"",""Value"":1000},{""Mode of Transport"":""Multi-modal"",""Value"":500}]","[{""Phương thức vận tải"":""Đường bộ"",""Giá trị"":3000},{""Phương thức vận tải"":""Đường sắt"",""Giá trị"":2500},{""Phương thức vận tải"":""Đường hàng không"",""Giá trị"":2000},{""Phương thức vận tải"":""Đường biển"",""Giá trị"":1500},{""Phương thức vận tải"":""Đường ống"",""Giá trị"":1000},{""Phương thức vận tải"":""Đa phương thức"",""Giá trị"":500}]",Số lượng lô hàng sử dụng các phương thức vận chuyển khác nhau trong năm 2020/nVận tải và hậu cần
rose_176,Volume of Agricultural Products Harvested in 2021/nAgriculture and Food Production,"[{""Crop Type"":""Wheat"",""Value"":10500},{""Crop Type"":""Rice"",""Value"":9000},{""Crop Type"":""Soybean"",""Value"":8500},{""Crop Type"":""Corn"",""Value"":7500},{""Crop Type"":""Potato"",""Value"":6000},{""Crop Type"":""Onion"",""Value"":5000},{""Crop Type"":""Tomato"",""Value"":4000},{""Crop Type"":""Carrot"",""Value"":3000},{""Crop Type"":""Garlic"",""Value"":2000},{""Crop Type"":""Beetroot"",""Value"":1000}]","[{""Loại cây trồng"":""Lúa mì"",""Giá trị"":10500},{""Loại cây trồng"":""Gạo"",""Giá trị"":9000},{""Loại cây trồng"":""Đậu nành"",""Giá trị"":8500},{""Loại cây trồng"":""Ngô"",""Giá trị"":7500},{""Loại cây trồng"":""Khoai tây"",""Giá trị"":6000},{""Loại cây trồng"":""Hành tây"",""Giá trị"":5000},{""Loại cây trồng"":""Cà chua"",""Giá trị"":4000},{""Loại cây trồng"":""Cà rốt"",""Giá trị"":3000},{""Loại cây trồng"":""Tỏi"",""Giá trị"":2000},{""Loại cây trồng"":""Củ cải đường"",""Giá trị"":1000}]",Khối lượng nông sản thu hoạch năm 2021/nSản xuất nông nghiệp và thực phẩm
rose_177,Number of Patients by Age Group in Healthcare and Health/nHealthcare and Health,"[{""Age Group"":""0-18"",""Value"":400},{""Age Group"":""19-35"",""Value"":900},{""Age Group"":""36-50"",""Value"":650},{""Age Group"":""51-65"",""Value"":750},{""Age Group"":""65+"",""Value"":500}]","[{""Nhóm tuổi"":""0-18"",""Giá trị"":400},{""Nhóm tuổi"":""19-35"",""Giá trị"":900},{""Nhóm tuổi"":""36-50"",""Giá trị"":650},{""Nhóm tuổi"":""51-65"",""Giá trị"":750},{""Nhóm tuổi"":""65+"",""Giá trị"":500}]",Số lượng bệnh nhân theo nhóm tuổi trong chăm sóc sức khỏe và y tế/nChăm sóc sức khỏe và y tế
rose_178,Student Numbers in Different Levels of Education in 2021/nEducation and Academics,"[{""Level of Education"":""Primary School"",""Value"":1000},{""Level of Education"":""Secondary School"",""Value"":800},{""Level of Education"":""College"",""Value"":600},{""Level of Education"":""University"",""Value"":400},{""Level of Education"":""Postgraduate"",""Value"":200},{""Level of Education"":""Doctorate"",""Value"":100}]","[{""Trình độ học vấn"":""Trường tiểu học"",""Giá trị"":1000},{""Trình độ học vấn"":""Trường trung học"",""Giá trị"":800},{""Trình độ học vấn"":""Cao đẳng"",""Giá trị"":600},{""Trình độ học vấn"":""Đại học"",""Giá trị"":400},{""Trình độ học vấn"":""Sau đại học"",""Giá trị"":200},{""Trình độ học vấn"":""Tiến sĩ"",""Giá trị"":100}]",Số lượng sinh viên ở các cấp học khác nhau năm 2021/nGiáo dục và học thuật
rose_179,Employee Counts by Department in 2021/nHuman Resources and Employee Management,"[{""Category"":""Recruitment"",""Value"":120},{""Category"":""Training"",""Value"":90},{""Category"":""Retention"",""Value"":80},{""Category"":""Performance Management"",""Value"":60},{""Category"":""Benefits and Compensation"",""Value"":50},{""Category"":""Employee Relations"",""Value"":30},{""Category"":""Discipline"",""Value"":20}]","[{""Category"":""Tuyển dụng"",""Giá trị"":120},{""Category"":""Đào tạo"",""Giá trị"":90},{""Category"":""Giữ chân nhân viên"",""Giá trị"":80},{""Category"":""Quản lý hiệu suất"",""Giá trị"":60},{""Category"":""Phúc lợi và Bồi thường"",""Giá trị"":50},{""Category"":""Quan hệ nhân viên"",""Giá trị"":30},{""Category"":""Kỷ luật"",""Giá trị"":20}]",Số lượng nhân viên theo phòng ban năm 2021/nNhân sự và Quản lý nhân viên
rose_18,Number of Companies Utilizing Different Technologies in 2021/nTechnology and the Internet,"[{""Technology"":""Artificial Intelligence"",""Value"":25},{""Technology"":""Cloud Computing"",""Value"":45},{""Technology"":""Cybersecurity"",""Value"":30},{""Technology"":""Big Data"",""Value"":50},{""Technology"":""Internet of Things"",""Value"":20},{""Technology"":""Robotics"",""Value"":35},{""Technology"":""Augmented Reality"",""Value"":10}]","[{""Công nghệ"":""Trí tuệ nhân tạo"",""Giá trị"":25},{""Công nghệ"":""Điện toán đám mây"",""Giá trị"":45},{""Công nghệ"":""An ninh mạng"",""Giá trị"":30},{""Công nghệ"":""Dữ liệu lớn"",""Giá trị"":50},{""Công nghệ"":""Internet vạn vật"",""Giá trị"":20},{""Công nghệ"":""Robot"",""Giá trị"":35},{""Công nghệ"":""Thực tế tăng cường"",""Giá trị"":10}]",Số lượng công ty sử dụng các công nghệ khác nhau vào năm 2021/nCông nghệ và Internet
rose_180,Number of Students Pursuing Engineering and Science Degrees in 2021/nScience and Engineering,"[{""Category"":""Mathematics"",""Value"":50},{""Category"":""Physics"",""Value"":80},{""Category"":""Chemical Engineering"",""Value"":60},{""Category"":""Mechanical Engineering"",""Value"":75},{""Category"":""Computer Science"",""Value"":90},{""Category"":""Civil Engineering"",""Value"":45},{""Category"":""Electrical Engineering"",""Value"":70},{""Category"":""Aerospace Engineering"",""Value"":40}]","[{""Thể loại"":""Toán học"",""Giá trị"":50},{""Thể loại"":""Vật lý"",""Giá trị"":80},{""Thể loại"":""Kỹ thuật hóa học"",""Giá trị"":60},{""Thể loại"":""Kỹ thuật cơ khí"",""Giá trị"":75},{""Thể loại"":""Khoa học máy tính"",""Giá trị"":90},{""Thể loại"":""Kỹ thuật xây dựng"",""Giá trị"":45},{""Thể loại"":""Kỹ thuật điện"",""Giá trị"":70},{""Thể loại"":""Kỹ thuật hàng không vũ trụ"",""Giá trị"":40}]",Số lượng sinh viên theo đuổi bằng cấp về kỹ thuật và khoa học năm 2021/nKhoa học và kỹ thuật
rose_181,Number of Environmental and Sustainability Activities in 2023/nEnvironment and Sustainability,"[{""Activity"":""Recycling"",""Value"":70},{""Activity"":""Reforestation"",""Value"":25},{""Activity"":""Reduction of Waste"",""Value"":65},{""Activity"":""Energy Efficiency"",""Value"":45},{""Activity"":""Renewable Energy"",""Value"":38},{""Activity"":""Carbon Capture"",""Value"":20},{""Activity"":""Water Conservation"",""Value"":50},{""Activity"":""Air Pollution Control"",""Value"":30}]","[{""Hoạt động"":""Tái chế"",""Giá trị"":70},{""Hoạt động"":""Tái trồng rừng"",""Giá trị"":25},{""Hoạt động"":""Giảm thiểu chất thải"",""Giá trị"":65},{""Hoạt động"":""Hiệu quả năng lượng"",""Giá trị"":45},{""Hoạt động"":""Năng lượng tái tạo"",""Giá trị"":38},{""Hoạt động"":""Thu giữ carbon"",""Giá trị"":20},{""Hoạt động"":""Bảo tồn nước"",""Giá trị"":50},{""Hoạt động"":""Kiểm soát ô nhiễm không khí"",""Giá trị"":30}]",Số lượng hoạt động về Môi trường và Phát triển bền vững năm 2023/nMôi trường và Phát triển bền vững
rose_182,Number of Donors Supporting Nonprofit Programs in 2021/nCharity and Nonprofit Organizations,"[{""Program Category"":""Education"",""Value"":7000},{""Program Category"":""Healthcare"",""Value"":6000},{""Program Category"":""Environment"",""Value"":5000},{""Program Category"":""Community Development"",""Value"":4000},{""Program Category"":""Animal Welfare"",""Value"":3000},{""Program Category"":""Arts and Culture"",""Value"":2000},{""Program Category"":""Social Services"",""Value"":1000}]","[{""Danh mục chương trình"":""Giáo dục"",""Giá trị"":7000},{""Danh mục chương trình"":""Chăm sóc sức khỏe"",""Giá trị"":6000},{""Danh mục chương trình"":""Môi trường"",""Giá trị"":5000},{""Danh mục chương trình"":""Phát triển cộng đồng"",""Giá trị"":4000},{""Danh mục chương trình"":""Phúc lợi động vật"",""Giá trị"":3000},{""Danh mục chương trình"":""Nghệ thuật và văn hóa"",""Giá trị"":2000},{""Danh mục chương trình"":""Dịch vụ xã hội"",""Giá trị"":1000}]",Số lượng nhà tài trợ hỗ trợ các chương trình phi lợi nhuận năm 2021/nTổ chức từ thiện và phi lợi nhuận
rose_183,Number of Learners Enrolled in Different Levels of Educatio/nEducation and Academics,"[{""Level of Education"":""Preschool"",""Value"":25},{""Level of Education"":""Primary School"",""Value"":50},{""Level of Education"":""Secondary School"",""Value"":45},{""Level of Education"":""Higher Education"",""Value"":80},{""Level of Education"":""Postgraduate"",""Value"":30}]","[{""Trình độ học vấn"":""Mẫu giáo"",""Giá trị"":25},{""Trình độ học vấn"":""Trường tiểu học"",""Giá trị"":50},{""Trình độ học vấn"":""Trường trung học cơ sở"",""Giá trị"":45},{""Trình độ học vấn"":""Giáo dục đại học"",""Giá trị"":80},{""Trình độ học vấn"":""Sau đại học"",""Giá trị"":30}]",Số lượng học viên ghi danh vào các cấp độ giáo dục khác nhau/Giáo dục và học thuật
rose_184,Financial Summary of a Business in 2021/nBusiness and Finance,"[{""Variable"":""Savings"",""Value"":100},{""Variable"":""Investment"",""Value"":90},{""Variable"":""Revenue"",""Value"":200},{""Variable"":""Expense"",""Value"":150},{""Variable"":""Debt"",""Value"":50},{""Variable"":""Profit"",""Value"":100},{""Variable"":""Assets"",""Value"":250},{""Variable"":""Credit"",""Value"":100}]","[{""Biến"":""Tiết kiệm"",""Giá trị"":100},{""Biến"":""Đầu tư"",""Giá trị"":90},{""Biến"":""Doanh thu"",""Giá trị"":200},{""Biến"":""Chi phí"",""Giá trị"":150},{""Biến"":""Nợ"",""Giá trị"":50},{""Biến"":""Lợi nhuận"",""Giá trị"":100},{""Biến"":""Tài sản"",""Giá trị"":250},{""Biến"":""Tín dụng"",""Giá trị"":100}]",Tóm tắt tài chính của một doanh nghiệp năm 2021/nKinh doanh và tài chính
rose_186,Energy Sources Used by Utilities in 2021/nEnergy and Utilities,"[{""Type"":""Hydroelectric"",""Value"":43},{""Type"":""Solar"",""Value"":97},{""Type"":""Wind"",""Value"":17},{""Type"":""Geothermal"",""Value"":36},{""Type"":""Nuclear"",""Value"":96},{""Type"":""Biomass"",""Value"":60},{""Type"":""Natural Gas"",""Value"":68}]","[{""Type"":""Thủy điện"",""Giá trị"":43},{""Type"":""Mặt trời"",""Giá trị"":97},{""Type"":""Gió"",""Giá trị"":17},{""Type"":""Địa nhiệt"",""Giá trị"":36},{""Type"":""Hạt nhân"",""Giá trị"":96},{""Type"":""Sinh khối"",""Giá trị"":60},{""Type"":""Khí thiên nhiên"",""Giá trị"":68}]",Các nguồn năng lượng được các công ty tiện ích sử dụng trong năm 2021/nNăng lượng và tiện ích
rose_187,Number of Art Forms Practiced in the Arts and Culture Scene/nArts and Culture,"[{""Art Form"":""Painting"",""Value"":45},{""Art Form"":""Sculpture"",""Value"":97},{""Art Form"":""Photography"",""Value"":17},{""Art Form"":""Literature"",""Value"":36},{""Art Form"":""Music"",""Value"":96},{""Art Form"":""Dance"",""Value"":60},{""Art Form"":""Theatre"",""Value"":68},{""Art Form"":""Film"",""Value"":80}]","[{""Art Form"":""Hội họa"",""Giá trị"":45},{""Art Form"":""Điêu khắc"",""Giá trị"":97},{""Art Form"":""Nhiếp ảnh"",""Giá trị"":17},{""Art Form"":""Văn học"",""Giá trị"":36},{""Art Form"":""Âm nhạc"",""Giá trị"":96},{""Art Form"":""Khiêu vũ"",""Giá trị"":60},{""Art Form"":""Sân khấu"",""Giá trị"":68},{""Art Form"":""Phim"",""Giá trị"":80}]",Số lượng các hình thức nghệ thuật được thực hành trong bối cảnh nghệ thuật và văn hóa/nNghệ thuật và văn hóa
rose_188,Number of Initiatives to Address Environmental and Sustainability Issues in 2021/nEnvironment and Sustainability,"[{""Category"":""Renewable Energy"",""Value"":120},{""Category"":""Carbon Reduction"",""Value"":90},{""Category"":""Waste Management"",""Value"":80},{""Category"":""Air Pollution"",""Value"":70},{""Category"":""Water Pollution"",""Value"":60},{""Category"":""Climate Change"",""Value"":50},{""Category"":""Sustainable Development"",""Value"":30},{""Category"":""Environmental Protection"",""Value"":20},{""Category"":""Biodiversity Conservation"",""Value"":10}]","[{""Category"":""Năng lượng tái tạo"",""Giá trị"":120},{""Category"":""Giảm phát thải carbon"",""Giá trị"":90},{""Category"":""Quản lý chất thải"",""Giá trị"":80},{""Category"":""Ô nhiễm không khí"",""Giá trị"":70},{""Category"":""Ô nhiễm nước"",""Giá trị"":60},{""Category"":""Biến đổi khí hậu"",""Giá trị"":50},{""Category"":""Phát triển bền vững"",""Giá trị"":30},{""Category"":""Bảo vệ môi trường"",""Giá trị"":20},{""Category"":""Bảo tồn đa dạng sinh học"",""Giá trị"":10}]",Số lượng sáng kiến ​​giải quyết các vấn đề về môi trường và phát triển bền vững trong năm 2021/nMôi trường và phát triển bền vững
rose_189,Doctor Counts by Specialty in 2021/nHealthcare and Health,"[{""Medical Specialty"":""General Medicine"",""Value"":400},{""Medical Specialty"":""Surgery"",""Value"":600},{""Medical Specialty"":""Pediatrics"",""Value"":200},{""Medical Specialty"":""Psychiatry"",""Value"":300},{""Medical Specialty"":""Orthopedics"",""Value"":500},{""Medical Specialty"":""Dermatology"",""Value"":400},{""Medical Specialty"":""Neurology"",""Value"":500},{""Medical Specialty"":""Oncology"",""Value"":150}]","[{""Chuyên khoa"":""Y học tổng quát"",""Giá trị"":400},{""Chuyên khoa"":""Phẫu thuật"",""Giá trị"":600},{""Chuyên khoa"":""Nhi khoa"",""Giá trị"":200},{""Chuyên khoa"":""Tâm thần học"",""Giá trị"":300},{""Chuyên khoa"":""Chỉnh hình"",""Giá trị"":500},{""Chuyên khoa"":""Da liễu"",""Giá trị"":400},{""Chuyên khoa"":""Thần kinh học"",""Giá trị"":500},{""Chuyên khoa"":""Ung thư"",""Giá trị"":150}]",Số lượng bác sĩ theo chuyên khoa năm 2021/nChăm sóc sức khỏe và sức khỏe
rose_19,Number of Fans for Various Sports in the USA/nSports and Entertainment,"[{""Category"":""Soccer"",""Value"":1000},{""Category"":""Basketball"",""Value"":800},{""Category"":""Baseball"",""Value"":500},{""Category"":""American Football"",""Value"":300},{""Category"":""Hockey"",""Value"":200},{""Category"":""Tennis"",""Value"":100},{""Category"":""Golf"",""Value"":50}]","[{""Thể loại"":""Bóng đá"",""Giá trị"":1000},{""Thể loại"":""Bóng rổ"",""Giá trị"":800},{""Thể loại"":""Bóng chày"",""Giá trị"":500},{""Thể loại"":""Bóng bầu dục Mỹ"",""Giá trị"":300},{""Thể loại"":""Khúc côn cầu"",""Giá trị"":200},{""Thể loại"":""Quần vợt"",""Giá trị"":100},{""Thể loại"":""Golf"",""Giá trị"":50}]",Số lượng người hâm mộ các môn thể thao khác nhau ở Hoa Kỳ/nThể thao và Giải trí
rose_190,Number of Arts and Culture Practices by Field/nArts and Culture,"[{""Category"":""Music"",""Value"":43},{""Category"":""Visual Arts"",""Value"":97},{""Category"":""Theatre"",""Value"":17},{""Category"":""Dance"",""Value"":36},{""Category"":""Architecture"",""Value"":96},{""Category"":""Literature"",""Value"":60},{""Category"":""Film"",""Value"":68}]","[{""Thể loại"":""Âm nhạc"",""Giá trị"":43},{""Thể loại"":""Nghệ thuật thị giác"",""Giá trị"":97},{""Thể loại"":""Sân khấu"",""Giá trị"":17},{""Thể loại"":""Khiêu vũ"",""Giá trị"":36},{""Thể loại"":""Kiến trúc"",""Giá trị"":96},{""Thể loại"":""Văn học"",""Giá trị"":60},{""Thể loại"":""Phim"",""Giá trị"":68}]",Số lượng các hoạt động nghệ thuật và văn hóa theo lĩnh vực/nNghệ thuật và văn hóa
rose_191,Global Production of Grains in 2021/nAgriculture and Food Production,"[{""Category"":""Wheat"",""Value"":98},{""Category"":""Rice"",""Value"":100},{""Category"":""Maize"",""Value"":80},{""Category"":""Millet"",""Value"":50},{""Category"":""Barley"",""Value"":30},{""Category"":""Sorghum"",""Value"":20},{""Category"":""Soybean"",""Value"":10}]","[{""Thể loại"":""Lúa mì"",""Giá trị"":98},{""Thể loại"":""Gạo"",""Giá trị"":100},{""Thể loại"":""Ngô"",""Giá trị"":80},{""Thể loại"":""Kê"",""Giá trị"":50},{""Thể loại"":""Lúa mạch"",""Giá trị"":30},{""Thể loại"":""Lúa miến"",""Giá trị"":20},{""Thể loại"":""Đậu nành"",""Giá trị"":10}]",Sản lượng ngũ cốc toàn cầu năm 2021/nNông nghiệp và sản xuất lương thực
rose_192,Volume of Transport by Mode in 2021/nTransportation and Logistics,"[{""Mode of Transport"":""Air"",""Value"":100},{""Mode of Transport"":""Rail"",""Value"":80},{""Mode of Transport"":""Road"",""Value"":60},{""Mode of Transport"":""Sea"",""Value"":40},{""Mode of Transport"":""Pipeline"",""Value"":20}]","[{""Phương thức vận chuyển"":""Không khí"",""Giá trị"":100},{""Phương thức vận chuyển"":""Đường sắt"",""Giá trị"":80},{""Phương thức vận chuyển"":""Đường bộ"",""Giá trị"":60},{""Phương thức vận chuyển"":""Đường biển"",""Giá trị"":40},{""Phương thức vận chuyển"":""Đường ống"",""Giá trị"":20}]",Khối lượng vận tải theo phương thức năm 2021/nVận tải và Logistics
rose_193,Number of Exhibits Featuring Different Art Forms in 2021/nArts and Culture,"[{""Art Form"":""Paintings"",""Value"":43},{""Art Form"":""Sculptures"",""Value"":97},{""Art Form"":""Photography"",""Value"":17},{""Art Form"":""Video Art"",""Value"":36},{""Art Form"":""Performance Art"",""Value"":96},{""Art Form"":""Installations"",""Value"":60},{""Art Form"":""Digital Art"",""Value"":68}]","[{""Art Form"":""Tranh vẽ"",""Giá trị"":43},{""Art Form"":""Tác phẩm điêu khắc"",""Giá trị"":97},{""Art Form"":""Nhiếp ảnh"",""Giá trị"":17},{""Art Form"":""Nghệ thuật video"",""Giá trị"":36},{""Art Form"":""Nghệ thuật trình diễn"",""Giá trị"":96},{""Art Form"":""Cài đặt"",""Giá trị"":60},{""Art Form"":""Nghệ thuật kỹ thuật số"",""Giá trị"":68}]",Số lượng triển lãm giới thiệu các loại hình nghệ thuật khác nhau trong năm 2021/nNghệ thuật và Văn hóa
rose_194,Popularity of Retail and E-commerce Products in 2021/nRetail and E-commerce,"[{""Category"":""Clothing"",""Value"":100},{""Category"":""Electronics"",""Value"":90},{""Category"":""Groceries"",""Value"":80},{""Category"":""Furniture"",""Value"":70},{""Category"":""Home Appliances"",""Value"":60},{""Category"":""Automotive"",""Value"":50},{""Category"":""Sporting Goods"",""Value"":40},{""Category"":""Toys"",""Value"":30},{""Category"":""Books"",""Value"":20},{""Category"":""Jewelry"",""Value"":10}]","[{""Category"":""Quần áo"",""Giá trị"":100},{""Category"":""Đồ điện tử"",""Giá trị"":90},{""Category"":""Hàng tạp hóa"",""Giá trị"":80},{""Category"":""Đồ nội thất"",""Giá trị"":70},{""Category"":""Đồ gia dụng"",""Giá trị"":60},{""Category"":""Ô tô"",""Giá trị"":50},{""Category"":""Đồ thể thao"",""Giá trị"":40},{""Category"":""Đồ chơi"",""Giá trị"":30},{""Category"":""Sách"",""Giá trị"":20},{""Category"":""Đồ trang sức"",""Giá trị"":10}]",Sự phổ biến của các sản phẩm bán lẻ và thương mại điện tử năm 2021/nBán lẻ và thương mại điện tử
rose_195,Number of Environmental and Sustainability Projects in 2021/nEnvironment and Sustainability,"[{""Category"":""Climate Change"",""Value"":90},{""Category"":""Renewable Energy"",""Value"":70},{""Category"":""Waste Management"",""Value"":60},{""Category"":""Sustainable Agriculture"",""Value"":50},{""Category"":""Air Quality"",""Value"":40},{""Category"":""Water Management"",""Value"":30},{""Category"":""Conservation"",""Value"":20},{""Category"":""Ecological Restoration"",""Value"":10}]","[{""Category"":""Biến đổi khí hậu"",""Giá trị"":90},{""Category"":""Năng lượng tái tạo"",""Giá trị"":70},{""Category"":""Quản lý chất thải"",""Giá trị"":60},{""Category"":""Nông nghiệp bền vững"",""Giá trị"":50},{""Category"":""Chất lượng không khí"",""Giá trị"":40},{""Category"":""Quản lý nước"",""Giá trị"":30},{""Category"":""Bảo tồn"",""Giá trị"":20},{""Category"":""Phục hồi sinh thái"",""Giá trị"":10}]",Số lượng dự án về môi trường và phát triển bền vững năm 2021/nMôi trường và phát triển bền vững
rose_196,Number of Manufacturing and Production Resources in 2021/nManufacturing and Production,"[{""Variable"":""Transport"",""Value"":50},{""Variable"":""Packaging"",""Value"":60},{""Variable"":""Assembly"",""Value"":40},{""Variable"":""Production Planning"",""Value"":70},{""Variable"":""Quality Control"",""Value"":60},{""Variable"":""Logistics"",""Value"":30},{""Variable"":""Maintenance"",""Value"":50},{""Variable"":""Inventory Management"",""Value"":30},{""Variable"":""Supply Chain Management"",""Value"":40}]","[{""Biến"":""Vận chuyển"",""Giá trị"":50},{""Biến"":""Đóng gói"",""Giá trị"":60},{""Biến"":""Lắp ráp"",""Giá trị"":40},{""Biến"":""Lập kế hoạch sản xuất"",""Giá trị"":70},{""Biến"":""Kiểm soát chất lượng"",""Giá trị"":60},{""Biến"":""Hậu cần"",""Giá trị"":30},{""Biến"":""Bảo trì"",""Giá trị"":50},{""Biến"":""Quản lý hàng tồn kho"",""Giá trị"":30},{""Biến"":""Quản lý chuỗi cung ứng"",""Giá trị"":40}]",Số lượng nguồn lực sản xuất và chế tạo năm 2021/nSản xuất và chế tạo
rose_197,Student Numbers by Education Level in 2021/nSocial Sciences and Humanities,"[{""Education Level"":""Primary"",""Value"":400},{""Education Level"":""Secondary"",""Value"":200},{""Education Level"":""Tertiary"",""Value"":100},{""Education Level"":""Postgraduate"",""Value"":50},{""Education Level"":""Vocational"",""Value"":20}]","[{""Trình độ học vấn"":""Tiểu học"",""Giá trị"":400},{""Trình độ học vấn"":""Trung học"",""Giá trị"":200},{""Trình độ học vấn"":""Đại học"",""Giá trị"":100},{""Trình độ học vấn"":""Sau đại học"",""Giá trị"":50},{""Trình độ học vấn"":""Nghề nghiệp"",""Giá trị"":20}]",Số lượng sinh viên theo trình độ học vấn năm 2021/nKhoa học xã hội và nhân văn
